,Unnamed: 0,Title,Review,preprocessed CombinedString
545,545,Promises good things for MCU's Phase Four,"Shang-Chi and the Legend of the Ten Rings stars Simu Liu in the lead role alongside such heavy names as Tony Leung and Michelle Yeoh in this latest installment to the Marvel Cinematic Universe. Liu's Shang-Chi must come to his own as the son of the legendary Mandarin (Leung), the owner of the Ten Rings.

I like this film's style most of all. Director Destin Daniel Cretton mixes Chinese wuxia settings and aesthetics with Hong Kong wire kung fu inspired action set pieces, while still keeping it feeling like a Marvel film. There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.

Kudos also to the whole filming for these action scenes. Very little shaky cam or jump cuts, especially for the hand to hand scenes. Exactly as it should be. I'd dare to say that this film has some of, if not the best action set pieces in all of MCU.

One of the most thrilling and visually spectacular end battles as well, come to think of it.

Furthermore, the acting is solid, especially from Liu, Leung and Awkwafina, who plays Shang-Chi's American friend. Meng'er Zhang as Xialing, Shang-Chi's younger sister, was perhaps my only real gripe with the film. I could have used either a bit more edge to her or alternatively a lot less. Now she seemed to flipflop between relatable and aggravating.

All in all, not the best Marvel movie by any means, but that's a really high bar to clear. I can simply say that based on this, I'm very optimistic about MCU's continued future.","Shang-Chi and the Legend of the Ten Rings stars Simu Liu in the lead role alongside such heavy names as Tony Leung and Michelle Yeoh in this latest installment to the Marvel Cinematic Universe. Liu's Shang-Chi must come to his own as the son of the legendary Mandarin (Leung), the owner of the Ten Rings.

I like this film's style most of all. Director Destin Daniel Cretton mixes Chinese wuxia settings and aesthetics with Hong Kong wire kung fu inspired action set pieces, while still keeping it feeling like a Marvel film. There's a surprising amount of callbacks and nods to the larger Marvel universe, pleasing dedicated fans, but the film is still able to stand on its own feet and introduce us to its hero.

Kudos also to the whole filming for these action scenes. Very little shaky cam or jump cuts, especially for the hand to hand scenes. Exactly as it should be. I'd dare to say that this film has some of, if not the best action set pieces in all of MCU.

One of the most thrilling and visually spectacular end battles as well, come to think of it.

Furthermore, the acting is solid, especially from Liu, Leung and Awkwafina, who plays Shang-Chi's American friend. Meng'er Zhang as Xialing, Shang-Chi's younger sister, was perhaps my only real gripe with the film. I could have used either a bit more edge to her or alternatively a lot less. Now she seemed to flipflop between relatable and aggravating.

All in all, not the best Marvel movie by any means, but that's a really high bar to clear. I can simply say that based on this, I'm very optimistic about MCU's continued future."
546,546,The Master of kung fu was really good but not as good as I wanted it to be.,"It was better than the proceeding Marvel movie Black Window. More exceeding the expectations of a Marvel movie. Shang-Chi feels like the marvel movie experience is starting to get back to the normal of the theme ride Martian Scorsese believes they are (I can't disagree, just note that's what I want)

In comparison Shang-Chi is a lower level character. I am a fan of Marvel comics but got more of the references to the Marvel Cinematic Universe in this movie than to the direct comic book references. Those Marvel cinematic universe references were amazing enough to get over the fact that the obvious comic book ones went over my head. I mean this movie's connection to other movies is great fanfare that makes me love it more. So really cool cameos happen that actually move the story along.

I did like what they did with the Mandarin here but do feel they copied and paste a lot of things into the story of Shang-Chi to make a complete movie for a lower level character. From the little I know of the character he more fits into those Netflix's shows they did a few years back but change him enough to justify a blockbuster.

They did succeed in making Shang-Chi's background more fuller. The relationship between him and his father and sister was beautiful, complex and more importantly, never bored me and of course Awkafina as the comedy relief and best friend to Shang-Chi was strategic gold. The story for the background was not that full. It's really a character driven movie for without the amazing performances from a group of actors who know their stuff this story would fall short.

Note, I loved the fact that Michelle Yeoh was in this movie and that gives it a lot, but she's done way better in less effective films (but she most likely got a huge paycheck from Disney just to wave her hands around).

The special effects were good in this flick. I was impress with what was used to make the final conflict and I was convince that the dude from Kim's Convenience was a master of kung fu

Its a good movie but it did not live up to my high expectations of it. It gave me a lot of cool things but really did not give me anything I did not see before, in movies that did it better, but if it's about anything I did spend the rest of the day pretending I knew Kung fu.","It was better than the proceeding Marvel movie Black Window. More exceeding the expectations of a Marvel movie. Shang-Chi feels like the marvel movie experience is starting to get back to the normal of the theme ride Martian Scorsese believes they are (I can't disagree, just note that's what I want)

In comparison Shang-Chi is a lower level character. I am a fan of Marvel comics but got more of the references to the Marvel Cinematic Universe in this movie than to the direct comic book references. Those Marvel cinematic universe references were amazing enough to get over the fact that the obvious comic book ones went over my head. I mean this movie's connection to other movies is great fanfare that makes me love it more. So really cool cameos happen that actually move the story along.

I did like what they did with the Mandarin here but do feel they copied and paste a lot of things into the story of Shang-Chi to make a complete movie for a lower level character. From the little I know of the character he more fits into those Netflix's shows they did a few years back but change him enough to justify a blockbuster.

They did succeed in making Shang-Chi's background more fuller. The relationship between him and his father and sister was beautiful, complex and more importantly, never bored me and of course Awkafina as the comedy relief and best friend to Shang-Chi was strategic gold. The story for the background was not that full. It's really a character driven movie for without the amazing performances from a group of actors who know their stuff this story would fall short.

Note, I loved the fact that Michelle Yeoh was in this movie and that gives it a lot, but she's done way better in less effective films (but she most likely got a huge paycheck from Disney just to wave her hands around).

The special effects were good in this flick. I was impress with what was used to make the final conflict and I was convince that the dude from Kim's Convenience was a master of kung fu

Its a good movie but it did not live up to my high expectations of it. It gave me a lot of cool things but really did not give me anything I did not see before, in movies that did it better, but if it's about anything I did spend the rest of the day pretending I knew Kung fu."
547,547,Shang-Chi and the Legend of the Ten Rings,"6/10 - I seem to be the only one to not be marveling at the latest Marvel Studios offering, but while this movie is technically sound (visual effects, stunt work, sound, cinematography, you name it), I found it to be mostly a rehash of things I've seen before (maybe I'm just getting tired of all these superhero movies)","6/10 - I seem to be the only one to not be marveling at the latest Marvel Studios offering, but while this movie is technically sound (visual effects, stunt work, sound, cinematography, you name it), I found it to be mostly a rehash of things I've seen before (maybe I'm just getting tired of all these superhero movies)"
548,548,Finally a new kind of marvel story,,
549,549,An easy watch that fits into the MCU well,"A San Francisco valet finds his past catching up with him in spectacular fashion.

This is an entertaining superhero adventure story with an Asian martial arts theme and a number of entertaining scenes.

Like many introductions to superhero characters there is a bit of backstory to go through and this film does it with flashback sequences in a similar way to 'Black Panther'. These are mixed with the action, humour and unfolding narrative of the present day plot. Additionally there is some important exposition added relating to the Marvel multiverse. Personally I think everything depicted could have been done in more than one movie, and not so rushed, but that's just a personal preference. What is presented is not complicated in anyway, but very simplified, presumably so that it can be established quickly and the likes of Shang-Chi and Katy can share screens with other MCU characters as soon as possible.

The tone and general feel of the movie also reminds me of the approach taken with 'Black Panther', particularly when it focusses on a location that, like Wakanda, mixes the sights and sounds of regional culture with the sci-fi fantasy. It has obviously been written carefully so that it displays imagery associated with far-Eastern culture like martial arts, traditional costuming, rural settings, that is marketable to a Western audience, but at the same time it avoids other commonly associated negative stereotyping like exaggerated accents, sorcery, yellow peril, bad driving, and (thankfully) gong sounds. Much of this is drenched with a liberal amount of fast-talking contemporary American humour.

There are a number of highly enjoyable scenes such as the fight sequence on the bus, the various comedy moments, virtually everything that comes out of Ben Kingsley's mouth, and all the flashback scenes. The final dinner table scene is probably my favourite.

Visually as you can imagine it is beautiful and full of top drawer cinematography, editing, and technology-driven effects. For me though the spectacle goes over-the-top, particularly in the final action sequence.

Most actors are solid such as Simu Liu, Tony Leung, Meng'er Zhang, Michelle Yeoh, Fala Chen, and Benedict Wong. The standout performances for me easily are Nora Lum and Ben Kingsley who have buckets of charisma and the advantage of all the best lines.

Overall there is little to criticise, it just feels like what Martin Scorsese described perfectly in 2019 as a theme park rather than cinema.","A San Francisco valet finds his past catching up with him in spectacular fashion.

This is an entertaining superhero adventure story with an Asian martial arts theme and a number of entertaining scenes.

Like many introductions to superhero characters there is a bit of backstory to go through and this film does it with flashback sequences in a similar way to 'Black Panther'. These are mixed with the action, humour and unfolding narrative of the present day plot. Additionally there is some important exposition added relating to the Marvel multiverse. Personally I think everything depicted could have been done in more than one movie, and not so rushed, but that's just a personal preference. What is presented is not complicated in anyway, but very simplified, presumably so that it can be established quickly and the likes of Shang-Chi and Katy can share screens with other MCU characters as soon as possible.

The tone and general feel of the movie also reminds me of the approach taken with 'Black Panther', particularly when it focusses on a location that, like Wakanda, mixes the sights and sounds of regional culture with the sci-fi fantasy. It has obviously been written carefully so that it displays imagery associated with far-Eastern culture like martial arts, traditional costuming, rural settings, that is marketable to a Western audience, but at the same time it avoids other commonly associated negative stereotyping like exaggerated accents, sorcery, yellow peril, bad driving, and (thankfully) gong sounds. Much of this is drenched with a liberal amount of fast-talking contemporary American humour.

There are a number of highly enjoyable scenes such as the fight sequence on the bus, the various comedy moments, virtually everything that comes out of Ben Kingsley's mouth, and all the flashback scenes. The final dinner table scene is probably my favourite.

Visually as you can imagine it is beautiful and full of top drawer cinematography, editing, and technology-driven effects. For me though the spectacle goes over-the-top, particularly in the final action sequence.

Most actors are solid such as Simu Liu, Tony Leung, Meng'er Zhang, Michelle Yeoh, Fala Chen, and Benedict Wong. The standout performances for me easily are Nora Lum and Ben Kingsley who have buckets of charisma and the advantage of all the best lines.

Overall there is little to criticise, it just feels like what Martin Scorsese described perfectly in 2019 as a theme park rather than cinema."
550,550,Marvel continues to be ambitious despite some faults,"Eluding his difficult past, a young man from China has been content playing it safe in San Francisco for the past several years even though he lacks a true sense of self. But when drastic circumstances draw him back to his conspicuous origins, he has no choice but to face his demons head on. Continuing to expand its cultural horizon the MCU's first Asian-centric movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat, and of course the expected teases going forward, but some of the more elaborate action set pieces lack needed tension, much of the exposition and backstory isn't very engaging, and up until the third act many of the emotional aspects of the narrative aren't as rich or compelling as they could be. Some of the humor is strained, but it's efficiently cast and provides enough to be a distinctive entry into the Marvel world. **½","Eluding his difficult past, a young man from China has been content playing it safe in San Francisco for the past several years even though he lacks a true sense of self. But when drastic circumstances draw him back to his conspicuous origins, he has no choice but to face his demons head on. Continuing to expand its cultural horizon the MCU's first Asian-centric movie has unique choreography, a dazzling visual scheme, splendid hand-to-hand combat, and of course the expected teases going forward, but some of the more elaborate action set pieces lack needed tension, much of the exposition and backstory isn't very engaging, and up until the third act many of the emotional aspects of the narrative aren't as rich or compelling as they could be. Some of the humor is strained, but it's efficiently cast and provides enough to be a distinctive entry into the Marvel world. **½"
551,551,On A Dark Desert Highway.....,,
552,552,"Surprisingly funny, intense, dope, and touching! Really should watch it! Well done!",,
553,553,"Mobile trees, magic rings, threatening dragons . . .",,
554,554,Shang-Chi and the Legend of the Ten Rings,"Car valet (Liu) and his friend are attacked by warriors working for his father who is a 1,000 year old owner of the 10 rings which gives him phenomenal powers. He and his sister are eventually captured by their father who reveals what his strange intentions are and how they fit in.

Wonderful action packed fantasy adventure is brilliantly bought to life by a great cast and some great action sequences including some staggeringly beautiful fantasy scenes. Extraordinary how this almost child like fantasy film can so successfully bridge a chase scene across modern day San Francisco with battles with dragons whilst maintaining a goodly degree of drama snd humour. Huge fun.","Car valet (Liu) and his friend are attacked by warriors working for his father who is a 1,000 year old owner of the 10 rings which gives him phenomenal powers. He and his sister are eventually captured by their father who reveals what his strange intentions are and how they fit in.

Wonderful action packed fantasy adventure is brilliantly bought to life by a great cast and some great action sequences including some staggeringly beautiful fantasy scenes. Extraordinary how this almost child like fantasy film can so successfully bridge a chase scene across modern day San Francisco with battles with dragons whilst maintaining a goodly degree of drama snd humour. Huge fun."
555,555,Marvel Sprinkles a Different Flavor into the MCU,"Marvel gets mystical in this mashup of the plucky, familiar MCU character and the more stoic, legend-heavy air of wuxia films. It's a fresh mix, effectively breaking the gravity of its more serious moments with a well-timed jape while lending credence and lore to a lesser-known corner of the comic kingdom, but these crossover moments sometimes test their limits. I could see more grounded viewers being turned off by the dragons and soul-sucking demons (far cry from the feasible reality of the first Iron Man, that) while serious fans of Chinese fantasy are bucked by the constant injection of loose wit and slappy one-liners.

When it's rolling, Shang Chi does manage to toe that line and deliver something appropriately new and versatile, a good reflection of both worlds. It benefits from a tight pair of central performances (Simu Liu and Awkwafina as a team of underachieving twenty-somethings) and several big, powerful action sets (the articulated bus fight might be one of the best combat scenes Marvel's ever put out) while tying in a dangling thread or two from earlier films to provide a sense of greater connection. On several occasions, however, it's guilty of being too self-indulgent and losing the narrative. It's great to see Ben Kingsley again, adding nuance to his part in Iron Man 3, but his scenes are the main offender here; excessive and distracting and way too cute.

The action is strong, the dialogue (mostly) works, the scenery looks great, but in the big picture, Shang Chi feels small-scale and disposable. Non-completionists won't miss anything crucial if they choose to skip it.","Marvel gets mystical in this mashup of the plucky, familiar MCU character and the more stoic, legend-heavy air of wuxia films. It's a fresh mix, effectively breaking the gravity of its more serious moments with a well-timed jape while lending credence and lore to a lesser-known corner of the comic kingdom, but these crossover moments sometimes test their limits. I could see more grounded viewers being turned off by the dragons and soul-sucking demons (far cry from the feasible reality of the first Iron Man, that) while serious fans of Chinese fantasy are bucked by the constant injection of loose wit and slappy one-liners.

When it's rolling, Shang Chi does manage to toe that line and deliver something appropriately new and versatile, a good reflection of both worlds. It benefits from a tight pair of central performances (Simu Liu and Awkwafina as a team of underachieving twenty-somethings) and several big, powerful action sets (the articulated bus fight might be one of the best combat scenes Marvel's ever put out) while tying in a dangling thread or two from earlier films to provide a sense of greater connection. On several occasions, however, it's guilty of being too self-indulgent and losing the narrative. It's great to see Ben Kingsley again, adding nuance to his part in Iron Man 3, but his scenes are the main offender here; excessive and distracting and way too cute.

The action is strong, the dialogue (mostly) works, the scenery looks great, but in the big picture, Shang Chi feels small-scale and disposable. Non-completionists won't miss anything crucial if they choose to skip it."
556,556,Shang-Chi and the Legend of the Ten Rings(2021),"Bringing martial arts into this franchise is well.... a breath of fresh air from Marvel. Showcasing a series of excellent action sequences. There are some very intelligent minds be hide this origin story fantasy sci-fi feature. Shang-Chi and the Legend of the Ten Rings is one of the best MCU films. Pro-tip, at some point in your lives seek this gem out ! This is going to be very solid UHD HDR blu-ray and the 3D is very impressive albeit some minor cross-talk but forgivable as the are some very intricate set pieces for the left and right eye to navigate via the post conversion 3D. Very well done over all.

The visuals were absolutely stunning, comedic relief was always on point, fight sequences were sleek yet powerful. The story arch is well paced and unfolds gradually so one can get emotionally involved with the films characters , the acting is superb on all fronts from the films talented ensemble . The directing and pacing is spot on.

Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied.","Bringing martial arts into this franchise is well.... a breath of fresh air from Marvel. Showcasing a series of excellent action sequences. There are some very intelligent minds be hide this origin story fantasy sci-fi feature. Shang-Chi and the Legend of the Ten Rings is one of the best MCU films. Pro-tip, at some point in your lives seek this gem out ! This is going to be very solid UHD HDR blu-ray and the 3D is very impressive albeit some minor cross-talk but forgivable as the are some very intricate set pieces for the left and right eye to navigate via the post conversion 3D. Very well done over all.

The visuals were absolutely stunning, comedic relief was always on point, fight sequences were sleek yet powerful. The story arch is well paced and unfolds gradually so one can get emotionally involved with the films characters , the acting is superb on all fronts from the films talented ensemble . The directing and pacing is spot on.

Shang-Chi and the Legend of the Tens Rings is easily at the top of the origin films that this franchise has given us and one of my favorite entries as a whole. You'll leave the theater satisfied."
557,557,A Cinematic Masterpiece...,"If you only ever watched one movie at the cinema in your entire span of days, make it this phenomenal sight, sound and super spectacular sensory sensation. Smashes everything out of the park! And some.","If you only ever watched one movie at the cinema in your entire span of days, make it this phenomenal sight, sound and super spectacular sensory sensation. Smashes everything out of the park! And some."
558,558,Marvel movie by the numbers with beautiful dragons and charming locations,"Shang-Chi and the Legend of the Ten Rings is yet another movie inspired by the Marvel universe that has constantly been inspiring the cinematic world for more than a decade now. While the movie follows the usual stereotypes, it manages to stand out with its stunning special effects and locations.

The movie revolves around Shaun, a Chinese immigrant living in the United States of America who is working as a valet with his quirky friend and soulmate Katy. One day, they get attacked by a group of assassins on a bus and only just manage to survive. Shaun immediately understands that the attack must be related to his influential estranged father. Along with Katy, he decides to team up with his tough estranged sister Xialing to find out what's going on.

This film convinces on multiple levels. First of all, the acting performances are quite quirky and convincing. Especially the ladies steal the show. Awkwafina delivers the goods as curious, dynamic and funny woman that anyone would like to have as a friend. Zhang Meng'er on the other side represents a much darker character shaped by dramatic events from the past who is much more difficult to approach with her tough, relentless and independent personality.

The expensive special effects certainly deliver the goods as well. The scenes in a fantasy world, in Ancient China and in contemporary San Francisco are all equally stunning to watch. The fantastic creatures such as dragons look impressive on the big screen.

The story might be predictable but is nevertheless entertaining from start to finish thanks to steady pace and inspired execution. You will truly care about the fates of the different characters as you are watching this film.

However, this film isn't without its occasional flaws. First of all, lead actor Simu Liu simply doesn't have the charisma of the other actresses and actors involved. Casting him was a bold choice but it didn't fully pay off in my opinion.

Up next, the movie desperately tries to connect to other characters in the Marvel Universe. The appearance of Trevor Slattery played by Ben Kingsley is completely random as it only seems to be a pretext to offer some misplaced comic relief. The mid-credit scene starts in an amusing fashion but suddenly involving Bruce Banner and Carol Danvers only seems like a weak attempt to develop a hype for potential sequels. The same goes for yet another scene after the credits that evokes more questions rather than concluding the film appropriately.

At the end of the day, Shang-Chi and the Legend of the Ten Rings is an entertaining fantasy action film of the Marvel Universe that should appeal to faithful and occasional fans alike. It's one of the better films in the franchise but perhaps Marvel should focus on quality over quantity instead of becoming a monstrous capitalistic machine that is scarier than any gigantic dragon shown in the film.","Shang-Chi and the Legend of the Ten Rings is yet another movie inspired by the Marvel universe that has constantly been inspiring the cinematic world for more than a decade now. While the movie follows the usual stereotypes, it manages to stand out with its stunning special effects and locations.

The movie revolves around Shaun, a Chinese immigrant living in the United States of America who is working as a valet with his quirky friend and soulmate Katy. One day, they get attacked by a group of assassins on a bus and only just manage to survive. Shaun immediately understands that the attack must be related to his influential estranged father. Along with Katy, he decides to team up with his tough estranged sister Xialing to find out what's going on.

This film convinces on multiple levels. First of all, the acting performances are quite quirky and convincing. Especially the ladies steal the show. Awkwafina delivers the goods as curious, dynamic and funny woman that anyone would like to have as a friend. Zhang Meng'er on the other side represents a much darker character shaped by dramatic events from the past who is much more difficult to approach with her tough, relentless and independent personality.

The expensive special effects certainly deliver the goods as well. The scenes in a fantasy world, in Ancient China and in contemporary San Francisco are all equally stunning to watch. The fantastic creatures such as dragons look impressive on the big screen.

The story might be predictable but is nevertheless entertaining from start to finish thanks to steady pace and inspired execution. You will truly care about the fates of the different characters as you are watching this film.

However, this film isn't without its occasional flaws. First of all, lead actor Simu Liu simply doesn't have the charisma of the other actresses and actors involved. Casting him was a bold choice but it didn't fully pay off in my opinion.

Up next, the movie desperately tries to connect to other characters in the Marvel Universe. The appearance of Trevor Slattery played by Ben Kingsley is completely random as it only seems to be a pretext to offer some misplaced comic relief. The mid-credit scene starts in an amusing fashion but suddenly involving Bruce Banner and Carol Danvers only seems like a weak attempt to develop a hype for potential sequels. The same goes for yet another scene after the credits that evokes more questions rather than concluding the film appropriately.

At the end of the day, Shang-Chi and the Legend of the Ten Rings is an entertaining fantasy action film of the Marvel Universe that should appeal to faithful and occasional fans alike. It's one of the better films in the franchise but perhaps Marvel should focus on quality over quantity instead of becoming a monstrous capitalistic machine that is scarier than any gigantic dragon shown in the film."
559,559,TOP TIER MCU.,Funny yet serious storyline. A nice balance between reality and fantasy. One of the top-tier Marvel movies - it takes the typical MCU elements and improves on them by adding actual martial arts.,Funny yet serious storyline. A nice balance between reality and fantasy. One of the top-tier Marvel movies - it takes the typical MCU elements and improves on them by adding actual martial arts.
560,560,A great adventure,"Shang-Chi and the Legend of the Ten Rings: The origin story of Shang Chi, his father Xu Wenwu found the Ten Rings of power 1,000 years ago and trough history has been a conqueror and Robber Baron. In 1996 he found Ta Lo a mystical village, but is beaten by it's guardian. Ying Li. They fall in love and have two children, Shang Li and his sister Xiang. Tragedy strikes and Shang Chi is raised to be an assassin, his sister trains in secret. The story is about Xu wanting his children to join with him in a strange quest but things don't go smoothly. Modern style gin battles and those involving mystical weapons abound, well choreographed as are the martial arts sequnces. One great fight aboard a runaway San Francisco bus on those hills. We also have a Cthuluesque devourer of souls with it's flying minions who battle a Chinese Flying Dragon (he's the good guy). There's also a faceless ""winged wombat"" and other mythological beasts. A great adventure. Directed and Co-Written by Destin Daniel Cretton. 8/10.","Shang-Chi and the Legend of the Ten Rings: The origin story of Shang Chi, his father Xu Wenwu found the Ten Rings of power 1,000 years ago and trough history has been a conqueror and Robber Baron. In 1996 he found Ta Lo a mystical village, but is beaten by it's guardian. Ying Li. They fall in love and have two children, Shang Li and his sister Xiang. Tragedy strikes and Shang Chi is raised to be an assassin, his sister trains in secret. The story is about Xu wanting his children to join with him in a strange quest but things don't go smoothly. Modern style gin battles and those involving mystical weapons abound, well choreographed as are the martial arts sequnces. One great fight aboard a runaway San Francisco bus on those hills. We also have a Cthuluesque devourer of souls with it's flying minions who battle a Chinese Flying Dragon (he's the good guy). There's also a faceless ""winged wombat"" and other mythological beasts. A great adventure. Directed and Co-Written by Destin Daniel Cretton. 8/10."
561,561,What a film!,,
562,562,"A fun time at the movies, and that's all it really needed to be","Charming and incredibly fun- Shang-Chi may not be the best Marvel has had to offer- but it is one of their better films in some time. My main problems with the film lie in the films storyline, which to be honest, is really good, but incredibly all over the place editing wise and there is just so much of it that it feels like two movies could have been made out of it. I love that we get a more in depth look at our characters, their flaws, their regrets, the tragedy in their lives- but the editing makes it feel rather out of place at times- and takes away from the impact the film could have had and its heart. That being said, the film still manages to be very enjoyable throughout. The action scenes are absolutely incredible, the look of the film incredibly well developed- something very fresh and original for Marvel studios- and the cast are all a joy to watch- especially Simu Liu and Aquafina in the lead and supporting roles. I was skeptical of Aquafina being in a Marvel movie for sure, but she really helped the film as a whole, and honestly I would love to see more of her character in future Marvel projects. The film is entertaining, despite the pacing of the film being a bit all over the place at times. It has some brilliant, elaborate special effects that you will be gawking at on the screen, and plenty of surprises that will be bound to make you smile. In the end, Shang-Chi was a fun time for a Marvel movie- something most comic-book flicks have forgotten about recently- and i'm excited what this character has to offer in future films.

My Rating: 8.6/10.","Charming and incredibly fun- Shang-Chi may not be the best Marvel has had to offer- but it is one of their better films in some time. My main problems with the film lie in the films storyline, which to be honest, is really good, but incredibly all over the place editing wise and there is just so much of it that it feels like two movies could have been made out of it. I love that we get a more in depth look at our characters, their flaws, their regrets, the tragedy in their lives- but the editing makes it feel rather out of place at times- and takes away from the impact the film could have had and its heart. That being said, the film still manages to be very enjoyable throughout. The action scenes are absolutely incredible, the look of the film incredibly well developed- something very fresh and original for Marvel studios- and the cast are all a joy to watch- especially Simu Liu and Aquafina in the lead and supporting roles. I was skeptical of Aquafina being in a Marvel movie for sure, but she really helped the film as a whole, and honestly I would love to see more of her character in future Marvel projects. The film is entertaining, despite the pacing of the film being a bit all over the place at times. It has some brilliant, elaborate special effects that you will be gawking at on the screen, and plenty of surprises that will be bound to make you smile. In the end, Shang-Chi was a fun time for a Marvel movie- something most comic-book flicks have forgotten about recently- and i'm excited what this character has to offer in future films.

My Rating: 8.6/10."
563,563,Shang-Chi and NOT the Ten Rings -_-,"As someone that really enjoys the MCU, I'm starting to wonder if COVID may have killed it. Black Widow was a meh experience and now Shang-Chi feels like more of that rote, by the numbers repetitiveness. Yes, they add a lot of Asian elements here to bring in other groups and try and lessen the white dominance of this franchise and I appreciate that but this movie felt like it was rushing through the plot to get to the next fantastical element and in so doing really robbed those moments of any lingering significance. Not to mention, the Marvel formula felt so very pronounced. It's so obvious what's going to happen in this movie from the jump and that's disappointing.

That aside, I'm a moderate fan of older Marvel comics and... THESE AREN'T THE TEN RINGS! Normally I don't mind when the MCU makes little adjustments to the source material. Comics are weird and a lot of that stuff wouldn't translate well to film, I get that but so far they've had two big, fat whiffs on anything Mandarin related. Looking at you Iron Man 3. These things are just super generic bands with pretty underwhelming powers which is so different from the 10 rings in the comics that all do something different!

Nerd rage aside, this just felt average to me. I'll probably check it out at some point again but I'm not feeling any sort of draw to revisit it soon. It's a touch more disappointing as I work through the Disney+ Marvel shows which all feel more engaging and more creative than this. Come on, Mouse. Get it together and put some of this TV magic back on the big screen!","As someone that really enjoys the MCU, I'm starting to wonder if COVID may have killed it. Black Widow was a meh experience and now Shang-Chi feels like more of that rote, by the numbers repetitiveness. Yes, they add a lot of Asian elements here to bring in other groups and try and lessen the white dominance of this franchise and I appreciate that but this movie felt like it was rushing through the plot to get to the next fantastical element and in so doing really robbed those moments of any lingering significance. Not to mention, the Marvel formula felt so very pronounced. It's so obvious what's going to happen in this movie from the jump and that's disappointing.

That aside, I'm a moderate fan of older Marvel comics and... THESE AREN'T THE TEN RINGS! Normally I don't mind when the MCU makes little adjustments to the source material. Comics are weird and a lot of that stuff wouldn't translate well to film, I get that but so far they've had two big, fat whiffs on anything Mandarin related. Looking at you Iron Man 3. These things are just super generic bands with pretty underwhelming powers which is so different from the 10 rings in the comics that all do something different!

Nerd rage aside, this just felt average to me. I'll probably check it out at some point again but I'm not feeling any sort of draw to revisit it soon. It's a touch more disappointing as I work through the Disney+ Marvel shows which all feel more engaging and more creative than this. Come on, Mouse. Get it together and put some of this TV magic back on the big screen!"
564,564,Incredible MCU origin story,"Shang-Chi and the Legend of the Ten Rings is an incredible MCU origin story that's epic, emotional and extremely thrilling whilst also connecting to the greater universe in fun and satisfying ways. It's definitely the best thing in phase 4 so far even if it's third act has some of the usual MCU problems.

Simu Liu gives an incredible and extremely charismatic lead performance whilst also having superb chemistry with Awkwafina, who is also incredible. Michelle Yeoh and Meng'er Zhang are both great and Tony Leung is amazing as one of the better villains in the MCU with plenty of backstory and depth.

Destin Daniel Cretton's direction is excellent, it's extremely well filmed and stylish with some of the best action sequences in the franchise. The fight choreography is extremely impressive and the CG is mostly strong. It's well paced and both the soundtrack and the music by Joel P. West are both fantastic.","Shang-Chi and the Legend of the Ten Rings is an incredible MCU origin story that's epic, emotional and extremely thrilling whilst also connecting to the greater universe in fun and satisfying ways. It's definitely the best thing in phase 4 so far even if it's third act has some of the usual MCU problems.

Simu Liu gives an incredible and extremely charismatic lead performance whilst also having superb chemistry with Awkwafina, who is also incredible. Michelle Yeoh and Meng'er Zhang are both great and Tony Leung is amazing as one of the better villains in the MCU with plenty of backstory and depth.

Destin Daniel Cretton's direction is excellent, it's extremely well filmed and stylish with some of the best action sequences in the franchise. The fight choreography is extremely impressive and the CG is mostly strong. It's well paced and both the soundtrack and the music by Joel P. West are both fantastic."
565,565,At a Time Where Asian Americans at Front and Center,,
