,Unnamed: 0,text,Preporcessed_Text
9401,9401,RT @ovo_antisocal: #BlackLivesMatter  show up and show out for my dad🙌🏾 4th and Wharton https://t.co/3Ebw6QEdRO,rt ovoantisocal blacklivesmatter show show dad th wharton httpstcoebwqedro
9402,9402,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…,rt keithboykin trayvon martin kill year ago today may continue rest power blacklivesmatter httpstconzh
9403,9403,"RT @joani_mcgowen: Thank you Tiffany Cross for your outstanding reporting and your tribute to Trayvon Martin, Black Mothers, Black families…",rt joanimcgowen thank tiffany cross outstanding reporting tribute trayvon martin black mother black family
9404,9404,RT @ovo_antisocal: #BlackLivesMatter  show up and show out for my dad🙌🏾 4th and Wharton https://t.co/3Ebw6QEdRO,rt ovoantisocal blacklivesmatter show show dad th wharton httpstcoebwqedro
9405,9405,"In memory of Trayvon Martin. ""Say his name!""
#BlackLivesMatter 
#BlackHistoryMonth https://t.co/alAIxPN7r5",memory trayvon martin say name blacklivesmatter blackhistorymonth httpstcoalaixpnr
9406,9406,"RT @AdrblyFerocious: Please help support Black creatives! ♥️

#BlackHistoryMonth 
#BlackLivesMatter 
#ResistanceUnited",rt adrblyferocious please help support black creative blackhistorymonth blacklivesmatter resistanceunite
9407,9407,RT @beti_jackson_: If you find yourself empathizing with the people of #Ukraine but have been silent about the civilians of #Tigray take a…,rt betijackson find empathize people ukraine silent civilian tigray take
9408,9408,"Civil rights veterans like Rodney Hurst knew that the sit-ins to desegregate restaurants were more about “a hot dog and a Coke.” 

They were part of a much larger project to achieve liberation and equality. 

#BlackLivesMatter 

https://t.co/177kRjjXZ4",civil right veteran like rodney hurst know sitin desegregate restaurant hot dog coke part much large project achieve liberation equality blacklivesmatter httpstcokrjjxz
9409,9409,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9410,9410,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9411,9411,RT @ovo_antisocal: #BlackLivesMatter  show up and show out for my dad🙌🏾 4th and Wharton https://t.co/3Ebw6QEdRO,rt ovoantisocal blacklivesmatter show show dad th wharton httpstcoebwqedro
9412,9412,RT @gutsywoman19: @stephhegarty @jelani9 No matter where you go in the world...🥺 #BlackLivesMatter,rt gutsywoman stephhegarty jelani matter go world blacklivesmatter
9413,9413,RT @VapidPigeon: PLEASE at least retweet if you see this. They are currently trying to 302 my mother because they're convinced she's lying…,rt vapidpigeon please least retweet see currently try mother convinced lying
9414,9414,RT @_moadams: Dave- Black 🖤 #BlackLivesMatter https://t.co/V7H6mSB0RD,rt moadams dave black blacklivesmatter httpstcovhmsbrd
9415,9415,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9416,9416,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9417,9417,"RT @splcenter: Today and every day, #TheMarchContinues as we remember his life, continue rallying for justice, and denounce racial profilin…",rt splcenter today every day themarchcontinue remember life continue rally justice denounce racial profilin
9418,9418,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9419,9419,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9420,9420,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9421,9421,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9422,9422,RT @ahmed45231050: How genes shape our minds ? https://t.co/gdvURtdZ9r #DNA #DNA #Ancestors #FBA #TariqNasheed #ADOS #BlackTwitter #SecureT…,rt ahmed genes shape mind httpstcogdvurtdzr dna dna ancestor fba tariqnasheed ados blacktwitter securet
9423,9423,"RT @emarvelous: Fact: @Nettaaaaaaaa doesn't give just anybody an interview, which is a testament to the reporting here in the @NYMag #Black…",rt emarvelous fact nettaaaaaaaa give anybody interview testament report nymag black
9424,9424,RT @ahmed45231050: How genes shape our minds ? https://t.co/gdvURtdZ9r #DNA #DNA #Ancestors #FBA #TariqNasheed #ADOS #BlackTwitter #SecureT…,rt ahmed genes shape mind httpstcogdvurtdzr dna dna ancestor fba tariqnasheed ados blacktwitter securet
9425,9425,RT @AdrblyFerocious: I couldn’t agree more! We are dealing with multiple hate issues in America and worldwide! We need to call out bullies…,rt adrblyferocious could not agree deal multiple hate issue america worldwide need call bully
9426,9426,"RT @AdrblyFerocious: Please help support Black creatives! ♥️

#BlackHistoryMonth 
#BlackLivesMatter 
#ResistanceUnited",rt adrblyferocious please help support black creative blackhistorymonth blacklivesmatter resistanceunite
9427,9427,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9428,9428,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9429,9429,"RT @KyleJamesHoward: We still remember you Trayvon, you should be turning 27 today. #BlackLivesMatter",rt kylejameshoward still remember trayvon turn today blacklivesmatter
9430,9430,"RT @ChinonsoAk: “I have ALWAYSS said #BlackLivesMatter all I’m saying is black lives don’t matter RIGHT NOW”

Fuck off man.",rt chinonsoak alwayss say blacklivesmatter i be say black life do not matter right fuck man
9431,9431,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9432,9432,@mmpadellan @POTUS @VP @SpeakerPelosi @TheBlackCaucus Repair the damages this country has inflicted upon Black people for centuries! We demand Reparations! No justice no peace! #BlackLivesMatter,mmpadellan potus vp speakerpelosi theblackcaucus repair damage country inflict upon black people century demand reparation justice peace blacklivesmatter
9433,9433,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9434,9434,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9435,9435,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9436,9436,"Really excited to post this...what do you think??

#drawing #sketch #artwork #NFTs #Pencildrawing #SouthAfricanMorning #entrepreneurs #Entertainment #USA #SamsungUnpacked #Anonymous #women #BlackLivesMatter #BlackWomen #instagramlive #artists #ArtistOnTwitter #artwork https://t.co/RYdwOk5CrD",really excited post thiswhat think draw sketch artwork nft pencildrawe southafricanmorne entrepreneur entertainment usa samsungunpacke anonymous woman blacklivesmatter blackwomen instagramlive artist artistontwitter artwork httpstcorydwokcrd
9437,9437,RT @emarvelous: Spending time this weekend reflecting on the 10-year anniversary of the killing of #TrayvonMartin (who should've turned 27…,rt emarvelous spending time weekend reflect year anniversary kill trayvonmartin turn
9438,9438,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9439,9439,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9440,9440,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9441,9441,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9442,9442,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9443,9443,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9444,9444,"“I have ALWAYSS said #BlackLivesMatter all I’m saying is black lives don’t matter RIGHT NOW”

Fuck off man. https://t.co/jvMLexV8SE",alwayss say blacklivesmatter i be say black life do not matter right fuck man httpstcojvmlexvse
9445,9445,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9446,9446,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9447,9447,"@BubbaWallace I'm raising a 12 year old. One day I hope he stands up for something he believes in the way you stand every day for #BLM

 #NASCAR #BlackLivesMatter #Netflix",bubbawallace raise year old one day hope stand something believe way stand every day blm nascar blacklivesmatter netflix
9448,9448,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9449,9449,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9450,9450,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9451,9451,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…,rt keithboykin trayvon martin kill year ago today may continue rest power blacklivesmatter httpstconzh
9452,9452,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9453,9453,"RT @Becky40947710: please help a battered unemployed trans black woman for rent and groceries.  please donate or boost
#BlackLivesMatter 
#…",rt becky please help batter unemployed trans black woman rent grocery please donate boost blacklivesmatter
9454,9454,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9455,9455,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9456,9456,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9457,9457,"RT @emarvelous: Fact: @Nettaaaaaaaa doesn't give just anybody an interview, which is a testament to the reporting here in the @NYMag #Black…",rt emarvelous fact nettaaaaaaaa give anybody interview testament report nymag black
9458,9458,@imraansiddiqi @IlhanMN @RashidaTlaib Don't understand Above? Talk Straight Pls..We #Americans MUST..We #American #journalists #UmmaaBroadcasting @ArshadKhanUSA Do...We #Muslims MUST MEET_DISCUSS with #BlackLivesMatter #Democrats #Republicans #Hispanic in Our #USA &amp; Plan_Strategy #Election2022 Cc #CNNPlus #CNN #MSNBC,imraansiddiqi ilhanmn rashidatlaib do not understand talk straight plswe americans mustwe american journalist ummaabroadcaste arshadkhanusa dowe muslims must meetdiscuss blacklivesmatter democrats republicans hispanic usa amp planstrategy election cc cnnplus cnn msnbc
9459,9459,"RT @LornaHollowood: @CalvinMoorley I am appalled, saddened, disappointed and cross. But sadly not shocked. I thank you Calvin for your insp…",rt lornahollowood calvinmoorley appal sadden disappointed cross sadly shocked thank calvin insp
9460,9460,"RT @Becky40947710: please help a battered unemployed trans black woman for rent and groceries.  please donate or boost
#BlackLivesMatter 
#…",rt becky please help batter unemployed trans black woman rent grocery please donate boost blacklivesmatter
9461,9461,"Sun May 31 2020 Columbus, Ohio - Police pepper spray African-American photographer WATCH: https://t.co/ggyP9n81qE #ColumbusOhio #CPD #blacklivesmatter #blm #defundthepolice #abolishthepolice",sun may columbus ohio police pepper spray africanamerican photographer watch httpstcoggypnqe columbusohio cpd blacklivesmatter blm defundthepolice abolishthepolice
9462,9462,"Please help return Jami Henry safely home to her family. She was last seen in Kennesaw, Georgia. Please retweet.
#Missing #MissingPerson #missingpersons #MissingChild #SaveJamiHenry #BlackLivesMatter #BlackandMissing #CobbCounty #Atlanta #NorthCarolina #SouthCarolina #Alabama https://t.co/IkW2mdOFNv",please help return jami henry safely home family last see kennesaw georgia please retweet miss missingperson missingperson missingchild savejamihenry blacklivesmatter blackandmisse cobbcounty atlanta northcarolina southcarolina alabama httpstcoikwmdofnv
9463,9463,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9464,9464,RT @helpingpoorppl: It is estimated that a second independent autopsy costs around $10k. Thanks a lot @yourrightscamp for this wonderful in…,rt helpingpoorppl estimate second independent autopsy cost around k thank lot yourrightscamp wonderful
9465,9465,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…,rt keithboykin trayvon martin kill year ago today may continue rest power blacklivesmatter httpstconzh
9466,9466,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9467,9467,"RT @Jeff_Davis1808: ""If negroes are to fight...they will not be content to sliding back into the status of slave &amp; free negro. I much prefe…",rt jeffdavis negroes fightthey content slide back status slave amp free negro much prefe
9468,9468,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9469,9469,"Other countries with Black citizens about traveling to the states: 

Don’t go to America from a foreign land if your black, because the cops might think you’re an American black &amp; kill you by accident. 

There’s no cap in that rap. #BlackLivesMatter #WorldWarlll https://t.co/oP5zqezJRD",country black citizen travel state do not go america foreign land black cop may think you be american black amp kill accident there s cap rap blacklivesmatter worldwarlll httpstcoopzqezjrd
9470,9470,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9471,9471,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9472,9472,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9473,9473,RT @audrianna_woods: Art for the CULTURE✊🏾✊🏾✊🏾 #blm #BlackLivesMatter #art #blackartist #nft #nftcommunity #blackart https://t.co/YiW6m8HwDI,rt audriannawoods art culture blm blacklivesmatter art blackartist nft nftcommunity blackart httpstcoyiwmhwdi
9474,9474,RT @gutsywoman19: @stephhegarty @jelani9 No matter where you go in the world...🥺 #BlackLivesMatter,rt gutsywoman stephhegarty jelani matter go world blacklivesmatter
9475,9475,"RT @BLACKASS777: If I was black in Ukraine and they did me dirty with racism, I'd go to the Russians and tell them where everyone is hiding…",rt blackass black ukraine dirty racism would go russians tell everyone hide
9476,9476,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9477,9477,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9478,9478,RT @LuigiOmalley2: 10 years ago today Trayvon Martin #BlackLivesMatter https://t.co/Xp14M7nmxT,rt luigiomalley year ago today trayvon martin blacklivesmatter httpstcoxpmnmxt
9479,9479,@mufcwillK @MUFCRevival Wait what lol.... I legit said in my previous tweet #BlackLivesMatter I've always said that if u knew me a little I just don't like this guy saying shit about Ukraine saying to stop focusing on the war and the real issue blm when ppl are dying rn it's fucked up.,mufcwillk mufcrevival wait lol legit say previous tweet blacklivesmatter always say u know little like guy say shit ukraine say stop focus war real issue blm ppl die rn fuck
9480,9480,"RT @emarvelous: Fact: @Nettaaaaaaaa doesn't give just anybody an interview, which is a testament to the reporting here in the @NYMag #Black…",rt emarvelous fact nettaaaaaaaa give anybody interview testament report nymag black
9481,9481,"RT @BillieJeanKing: 10 years ago today, Black teenager Trayvon Martin was murdered, while returning home from a store. 

Let us never forge…",rt billiejeanke year ago today black teenager trayvon martin murder return home store let us never forge
9482,9482,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9483,9483,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9484,9484,RT @emarvelous: Spending time this weekend reflecting on the 10-year anniversary of the killing of #TrayvonMartin (who should've turned 27…,rt emarvelous spending time weekend reflect year anniversary kill trayvonmartin turn
9485,9485,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9486,9486,I stand with Ukraine. #BlackLivesMatter,stand ukraine blacklivesmatter
9487,9487,"RT @AWKWORDrap: 17-year-old Trayvon Martin was killed carrying skittles.

17-year-old Kyle Rittenhouse murdered 2 people with an AR-15, bec…",rt awkwordrap yearold trayvon martin kill carry skittle yearold kyle rittenhouse murder people ar bec
9488,9488,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9489,9489,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9490,9490,#BlackHistoryMonth isn't over yet and #BlackLivesMatter EVERYDAY. https://t.co/QyJ4dr84Cz,blackhistorymonth yet blacklivesmatter everyday httpstcoqyjdrcz
9491,9491,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9492,9492,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9493,9493,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9494,9494,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9495,9495,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9496,9496,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9497,9497,RT @emarvelous: Spending time this weekend reflecting on the 10-year anniversary of the killing of #TrayvonMartin (who should've turned 27…,rt emarvelous spending time weekend reflect year anniversary kill trayvonmartin turn
9498,9498,RT @ovo_antisocal: #BlackLivesMatter  show up and show out for my dad🙌🏾 4th and Wharton https://t.co/3Ebw6QEdRO,rt ovoantisocal blacklivesmatter show show dad th wharton httpstcoebwqedro
9499,9499,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9500,9500,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9501,9501,"RT @Becky40947710: please help a battered unemployed trans black woman for rent and groceries.  please donate or boost
#BlackLivesMatter 
#…",rt becky please help batter unemployed trans black woman rent grocery please donate boost blacklivesmatter
9502,9502,"RT @KyleJamesHoward: We still remember you Trayvon, you should be turning 27 today. #BlackLivesMatter",rt kylejameshoward still remember trayvon turn today blacklivesmatter
9503,9503,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9504,9504,"RT @splcenter: Today and every day, #TheMarchContinues as we remember his life, continue rallying for justice, and denounce racial profilin…",rt splcenter today every day themarchcontinue remember life continue rally justice denounce racial profilin
9505,9505,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9506,9506,RT @emarvelous: Spending time this weekend reflecting on the 10-year anniversary of the killing of #TrayvonMartin (who should've turned 27…,rt emarvelous spending time weekend reflect year anniversary kill trayvonmartin turn
9507,9507,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9508,9508,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…,rt keithboykin trayvon martin kill year ago today may continue rest power blacklivesmatter httpstconzh
9509,9509,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9510,9510,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9511,9511,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9512,9512,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9513,9513,RT @chuckeddy: We must protect our children from harm.  We must protect all Americans from harm. #BlackLivesMatter https://t.co/X06viiPUwr,rt chuckeddy must protect child harm must protect americans harm blacklivesmatter httpstcoxviipuwr
9514,9514,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9515,9515,"The master’s tools will never dismantle the master’s house
―#AudreLorde
#EndWhiteSupremacy #EndRacism #racism #justice #Change
#WeAreTheOnesWeHaveBeenWaitingFor #BlackLivesMatter #BLM #resistance #revolution #truth #history #survival #BlackWriter #WritingCommunity #WritersOfColor",master tool never dismantle masters house audrelorde endwhitesupremacy endracism racism justice change wearetheoneswehavebeenwaitingfor blacklivesmatter blm resistance revolution truth history survival blackwriter writingcommunity writersofcolor
9516,9516,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…,rt keithboykin trayvon martin kill year ago today may continue rest power blacklivesmatter httpstconzh
9517,9517,"RT @Becky40947710: please help a battered unemployed trans black woman for rent and groceries.  please donate or boost
#BlackLivesMatter 
#…",rt becky please help batter unemployed trans black woman rent grocery please donate boost blacklivesmatter
9518,9518,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…,rt keithboykin trayvon martin kill year ago today may continue rest power blacklivesmatter httpstconzh
9519,9519,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9520,9520,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9521,9521,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9522,9522,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
